xiphophorus_groups/OG0000213.fa:1:>sp|P40305|IFI27_HUMAN
xiphophorus_groups/OG0009558.fa:8:>sp|Q5SSK3|TEFM_MOUSE
xiphophorus_groups/OG0009562.fa:1:>sp|Q9H5Q4|TFB2M_HUMAN
xiphophorus_groups/OG0009562.fa:9:>sp|Q3TL26|TFB2M_MOUSE
xiphophorus_groups/OG0009565.fa:1:>sp|Q9NQR4|NIT2_HUMAN
xiphophorus_groups/OG0009565.fa:7:>sp|Q9JHW2|NIT2_MOUSE
xiphophorus_groups/OG0009584.fa:1:>sp|Q02978|M2OM_HUMAN
xiphophorus_groups/OG0009584.fa:8:>sp|Q9CR62|M2OM_MOUSE
xiphophorus_groups/OG0009589.fa:1:>sp|Q6IPR1|ETFR1_HUMAN
xiphophorus_groups/OG0009589.fa:4:>sp|Q91V16|ETFR1_MOUSE
xiphophorus_groups/OG0009591.fa:1:>sp|Q8N0U4|F185A_HUMAN
xiphophorus_groups/OG0009591.fa:9:>sp|Q7TPD2|F185A_MOUSE
xiphophorus_groups/OG0009603.fa:1:>sp|Q9P0J0|NDUAD_HUMAN
xiphophorus_groups/OG0009603.fa:5:>sp|Q9ERS2|NDUAD_MOUSE
xiphophorus_groups/OG0009619.fa:1:>sp|P50440|GATM_HUMAN
xiphophorus_groups/OG0009619.fa:10:>sp|Q9D964|GATM_MOUSE
xiphophorus_groups/OG0009626.fa:1:>sp|Q3KQZ1|S2535_HUMAN
xiphophorus_groups/OG0009626.fa:7:>sp|Q5SWT3|S2535_MOUSE
xiphophorus_groups/OG0009632.fa:1:>sp|Q7KZF4|SND1_HUMAN
xiphophorus_groups/OG0009632.fa:18:>sp|Q78PY7|SND1_MOUSE
xiphophorus_groups/OG0009641.fa:1:>sp|Q92947|GCDH_HUMAN
xiphophorus_groups/OG0009641.fa:10:>sp|Q60759|GCDH_MOUSE
xiphophorus_groups/OG0009646.fa:1:>sp|Q9NX74|DUS2L_HUMAN
xiphophorus_groups/OG0009646.fa:11:>sp|Q9D7B1|DUS2L_MOUSE
xiphophorus_groups/OG0009660.fa:1:>sp|P13051|UNG_HUMAN
xiphophorus_groups/OG0009660.fa:8:>sp|P97931|UNG_MOUSE
xiphophorus_groups/OG0009668.fa:1:>sp|Q07820|MCL1_HUMAN
xiphophorus_groups/OG0009668.fa:8:>sp|P97287|MCL1_MOUSE
xiphophorus_groups/OG0009669.fa:1:>sp|Q4G0I0|CSMT1_HUMAN
xiphophorus_groups/OG0009669.fa:5:>sp|Q6RUT7|CSMT1_MOUSE
xiphophorus_groups/OG0009673.fa:1:>sp|Q6YN16|HSDL2_HUMAN
xiphophorus_groups/OG0009673.fa:9:>sp|Q2TPA8|HSDL2_MOUSE
xiphophorus_groups/OG0009678.fa:1:>sp|Q8N8Q8|COX18_HUMAN
xiphophorus_groups/OG0009678.fa:8:>sp|Q8VC74|COX18_MOUSE
xiphophorus_groups/OG0009680.fa:1:>sp|Q8NFV4|ABHDB_HUMAN
xiphophorus_groups/OG0009680.fa:8:>sp|Q8K4F5|ABHDB_MOUSE
xiphophorus_groups/OG0009687.fa:1:>sp|Q96HY7|DHTK1_HUMAN
xiphophorus_groups/OG0009687.fa:18:>sp|A2ATU0|DHTK1_MOUSE
xiphophorus_groups/OG0009700.fa:1:>sp|P19404|NDUV2_HUMAN
xiphophorus_groups/OG0009700.fa:7:>sp|Q9D6J6|NDUV2_MOUSE
xiphophorus_groups/OG0009701.fa:1:>sp|P22570|ADRO_HUMAN
xiphophorus_groups/OG0009701.fa:11:>sp|Q61578|ADRO_MOUSE
xiphophorus_groups/OG0009715.fa:1:>sp|Q8IXQ9|ETKMT_HUMAN
xiphophorus_groups/OG0009715.fa:7:>sp|Q80ZM3|ETKMT_MOUSE
xiphophorus_groups/OG0009723.fa:1:>sp|Q9HD34|LYRM4_HUMAN
xiphophorus_groups/OG0009723.fa:4:>sp|Q8K215|LYRM4_MOUSE
xiphophorus_groups/OG0009727.fa:1:>sp|Q9UF12|HYPDH_HUMAN
xiphophorus_groups/OG0009727.fa:11:>sp|Q8VCZ9|HYPDH_MOUSE
xiphophorus_groups/OG0009734.fa:1:>sp|Q9Y6N1|COX11_HUMAN
xiphophorus_groups/OG0009734.fa:7:>sp|Q6P8I6|COX11_MOUSE
xiphophorus_groups/OG0009758.fa:1:>sp|Q96HP4|OXND1_HUMAN
xiphophorus_groups/OG0009758.fa:8:>sp|Q8VE38|OXND1_MOUSE
xiphophorus_groups/OG0009761.fa:1:>sp|Q99766|ATP5S_HUMAN
xiphophorus_groups/OG0009761.fa:6:>sp|Q9CRA7|ATP5S_MOUSE
xiphophorus_groups/OG0009768.fa:1:>sp|Q9HD23|MRS2_HUMAN
xiphophorus_groups/OG0009768.fa:10:>sp|Q5NCE8|MRS2_MOUSE
xiphophorus_groups/OG0009781.fa:1:>sp|O00746|NDKM_HUMAN
xiphophorus_groups/OG0009781.fa:6:>sp|Q9WV84|NDKM_MOUSE
xiphophorus_groups/OG0009800.fa:1:>sp|Q16775|GLO2_HUMAN
xiphophorus_groups/OG0009800.fa:8:>sp|Q99KB8|GLO2_MOUSE
xiphophorus_groups/OG0009818.fa:1:>sp|Q9BW91|NUDT9_HUMAN
xiphophorus_groups/OG0009818.fa:8:>sp|Q8BVU5|NUDT9_MOUSE
xiphophorus_groups/OG0009821.fa:1:>sp|Q9BYD2|RM09_HUMAN
xiphophorus_groups/OG0009821.fa:7:>sp|Q99N94|RM09_MOUSE
xiphophorus_groups/OG0009822.fa:1:>sp|Q9GZY8|MFF_HUMAN
xiphophorus_groups/OG0009822.fa:8:>sp|Q6PCP5|MFF_MOUSE
xiphophorus_groups/OG0009873.fa:1:>sp|A8MXV4|NUD19_HUMAN
xiphophorus_groups/OG0009873.fa:9:>sp|P11930|NUD19_MOUSE
xiphophorus_groups/OG0009874.fa:1:>sp|O00330|ODPX_HUMAN
xiphophorus_groups/OG0009874.fa:11:>sp|Q8BKZ9|ODPX_MOUSE
xiphophorus_groups/OG0009876.fa:1:>sp|O43181|NDUS4_HUMAN
xiphophorus_groups/OG0009876.fa:5:>sp|Q9CXZ1|NDUS4_MOUSE
xiphophorus_groups/OG0009906.fa:1:>sp|Q92506|DHB8_HUMAN
xiphophorus_groups/OG0009906.fa:7:>sp|P50171|DHB8_MOUSE
xiphophorus_groups/OG0009908.fa:1:>sp|Q96ND0|F210A_HUMAN
xiphophorus_groups/OG0009908.fa:7:>sp|Q8BGY7|F210A_MOUSE
xiphophorus_groups/OG0009923.fa:1:>sp|O75616|ERAL1_HUMAN
xiphophorus_groups/OG0009923.fa:10:>sp|Q9CZU4|ERAL1_MOUSE
xiphophorus_groups/OG0009924.fa:1:>sp|O75880|SCO1_HUMAN
xiphophorus_groups/OG0009924.fa:8:>sp|Q5SUC9|SCO1_MOUSE
xiphophorus_groups/OG0009964.fa:1:>sp|O75027|ABCB7_HUMAN
xiphophorus_groups/OG0009964.fa:15:>sp|Q61102|ABCB7_MOUSE
xiphophorus_groups/OG0009965.fa:1:>sp|O75947|ATP5H_HUMAN
xiphophorus_groups/OG0009965.fa:5:>sp|Q9DCX2|ATP5H_MOUSE
xiphophorus_groups/OG0009986.fa:1:>sp|Q9BQT8|ODC_HUMAN
xiphophorus_groups/OG0009986.fa:7:>sp|Q8BZ09|ODC_MOUSE
xiphophorus_groups/OG0009994.fa:1:>sp|Q9UDR5|AASS_HUMAN
xiphophorus_groups/OG0009994.fa:18:>sp|Q99K67|AASS_MOUSE
xiphophorus_groups/OG0009999.fa:1:>sp|O14880|MGST3_HUMAN
xiphophorus_groups/OG0009999.fa:5:>sp|Q9CPU4|MGST3_MOUSE
xiphophorus_groups/OG0010011.fa:1:>sp|P39210|MPV17_HUMAN
xiphophorus_groups/OG0010011.fa:5:>sp|P19258|MPV17_MOUSE
xiphophorus_groups/OG0010032.fa:1:>sp|Q9HB07|MYG1_HUMAN
xiphophorus_groups/OG0010032.fa:9:>sp|Q9JK81|MYG1_MOUSE
xiphophorus_groups/OG0010042.fa:1:>sp|P51398|RT29_HUMAN
xiphophorus_groups/OG0010042.fa:9:>sp|Q9ER88|RT29_MOUSE
xiphophorus_groups/OG0010061.fa:1:>sp|Q96EY7|PTCD3_HUMAN
xiphophorus_groups/OG0010061.fa:14:>sp|Q14C51|PTCD3_MOUSE
xiphophorus_groups/OG0010069.fa:1:>sp|O00142|KITM_HUMAN
xiphophorus_groups/OG0010069.fa:7:>sp|Q9R088|KITM_MOUSE
xiphophorus_groups/OG0010070.fa:1:>sp|O00408|PDE2A_HUMAN
xiphophorus_groups/OG0010070.fa:18:>sp|Q922S4|PDE2A_MOUSE
xiphophorus_groups/OG0010073.fa:1:>sp|P00480|OTC_HUMAN
xiphophorus_groups/OG0010073.fa:8:>sp|P11725|OTC_MOUSE
xiphophorus_groups/OG0010082.fa:1:>sp|Q14197|ICT1_HUMAN
xiphophorus_groups/OG0010082.fa:6:>sp|Q8R035|ICT1_MOUSE
xiphophorus_groups/OG0010097.fa:1:>sp|Q96T66|NMNA3_HUMAN
xiphophorus_groups/OG0010097.fa:7:>sp|Q99JR6|NMNA3_MOUSE
xiphophorus_groups/OG0010117.fa:1:>sp|P43897|EFTS_HUMAN
xiphophorus_groups/OG0010117.fa:8:>sp|Q9CZR8|EFTS_MOUSE
xiphophorus_groups/OG0010145.fa:1:>sp|Q99797|MIPEP_HUMAN
xiphophorus_groups/OG0010145.fa:14:>sp|A6H611|MIPEP_MOUSE
xiphophorus_groups/OG0010155.fa:1:>sp|Q9UJ68|MSRA_HUMAN
xiphophorus_groups/OG0010155.fa:6:>sp|Q9D6Y7|MSRA_MOUSE
xiphophorus_groups/OG0010159.fa:1:>sp|A1L188|NDUF8_HUMAN
xiphophorus_groups/OG0010159.fa:4:>sp|A2AMZ4|NDUF8_MOUSE
xiphophorus_groups/OG0010167.fa:1:>sp|Q14318|FKBP8_HUMAN
xiphophorus_groups/OG0010167.fa:9:>sp|O35465|FKBP8_MOUSE
xiphophorus_groups/OG0010170.fa:1:>sp|Q53S58|TM177_HUMAN
xiphophorus_groups/OG0010170.fa:8:>sp|Q8BPE4|TM177_MOUSE
xiphophorus_groups/OG0010209.fa:1:>sp|Q5SXM8|DNLZ_HUMAN
xiphophorus_groups/OG0010209.fa:5:>sp|Q9D113|DNLZ_MOUSE
xiphophorus_groups/OG0010210.fa:1:>sp|Q6P4A7|SFXN4_HUMAN
xiphophorus_groups/OG0010210.fa:8:>sp|Q925N1|SFXN4_MOUSE
xiphophorus_groups/OG0010242.fa:1:>sp|P00505|AATM_HUMAN
xiphophorus_groups/OG0010242.fa:10:>sp|P05202|AATM_MOUSE
xiphophorus_groups/OG0010252.fa:1:>sp|Q14154|DELE1_HUMAN
xiphophorus_groups/OG0010252.fa:11:>sp|Q9DCV6|DELE1_MOUSE
xiphophorus_groups/OG0010266.fa:1:>sp|Q96RP9|EFGM_HUMAN
xiphophorus_groups/OG0010266.fa:15:>sp|Q8K0D5|EFGM_MOUSE
xiphophorus_groups/OG0010269.fa:1:>sp|Q9BQD7|ANKMT_HUMAN
xiphophorus_groups/OG0010269.fa:6:>sp|Q501J2|ANKMT_MOUSE
xiphophorus_groups/OG0010293.fa:1:>sp|P31327|CPSM_HUMAN
xiphophorus_groups/OG0010293.fa:27:>sp|Q8C196|CPSM_MOUSE
xiphophorus_groups/OG0010305.fa:1:>sp|Q15388|TOM20_HUMAN
xiphophorus_groups/OG0010305.fa:5:>sp|Q9DCC8|TOM20_MOUSE
xiphophorus_groups/OG0010306.fa:1:>sp|Q16698|DECR_HUMAN
xiphophorus_groups/OG0010306.fa:8:>sp|Q9CQ62|DECR_MOUSE
xiphophorus_groups/OG0010325.fa:1:>sp|O43676|NDUB3_HUMAN
xiphophorus_groups/OG0010325.fa:4:>sp|Q9CQZ6|NDUB3_MOUSE
xiphophorus_groups/OG0010351.fa:1:>sp|Q9H3H1|MOD5_HUMAN
xiphophorus_groups/OG0010351.fa:10:>sp|Q80UN9|MOD5_MOUSE
xiphophorus_groups/OG0010393.fa:1:>sp|Q9UKK9|NUDT5_HUMAN
xiphophorus_groups/OG0010393.fa:6:>sp|Q9JKX6|NUDT5_MOUSE
xiphophorus_groups/OG0010400.fa:1:>sp|P31040|SDHA_HUMAN
xiphophorus_groups/OG0010400.fa:14:>sp|Q8K2B3|SDHA_MOUSE
xiphophorus_groups/OG0010405.fa:1:>sp|P82664|RT10_HUMAN
xiphophorus_groups/OG0010405.fa:6:>sp|Q80ZK0|RT10_MOUSE
xiphophorus_groups/OG0010406.fa:1:>sp|P82932|RT06_HUMAN
xiphophorus_groups/OG0010406.fa:5:>sp|P58064|RT06_MOUSE
xiphophorus_groups/OG0010423.fa:1:>sp|Q8WVC6|DCAKD_HUMAN
xiphophorus_groups/OG0010423.fa:6:>sp|Q8BHC4|DCAKD_MOUSE
xiphophorus_groups/OG0010429.fa:1:>sp|Q9NZ45|CISD1_HUMAN
xiphophorus_groups/OG0010429.fa:4:>sp|Q91WS0|CISD1_MOUSE
xiphophorus_groups/OG0010432.fa:1:>sp|Q9UI17|M2GD_HUMAN
xiphophorus_groups/OG0010432.fa:17:>sp|Q9DBT9|M2GD_MOUSE
xiphophorus_groups/OG0010439.fa:1:>sp|O14521|DHSD_HUMAN
xiphophorus_groups/OG0010439.fa:5:>sp|Q9CXV1|DHSD_MOUSE
xiphophorus_groups/OG0010477.fa:1:>sp|Q9Y5R4|HEMK1_HUMAN
xiphophorus_groups/OG0010477.fa:8:>sp|Q921L7|HEMK1_MOUSE
xiphophorus_groups/OG0010479.fa:4:>sp|Q8BTE5|CEBOS_MOUSE
xiphophorus_groups/OG0010484.fa:1:>sp|P10515|ODP2_HUMAN
xiphophorus_groups/OG0010484.fa:13:>sp|Q8BMF4|ODP2_MOUSE
xiphophorus_groups/OG0010491.fa:1:>sp|Q16635|TAZ_HUMAN
xiphophorus_groups/OG0010491.fa:7:>sp|Q91WF0|TAZ_MOUSE
xiphophorus_groups/OG0010510.fa:1:>sp|Q9H2D1|MFTC_HUMAN
xiphophorus_groups/OG0010510.fa:8:>sp|Q8BMG8|MFTC_MOUSE
xiphophorus_groups/OG0010512.fa:1:>sp|Q9NRZ5|PLCD_HUMAN
xiphophorus_groups/OG0010512.fa:9:>sp|Q8K4X7|PLCD_MOUSE
xiphophorus_groups/OG0010516.fa:1:>sp|Q9UI09|NDUAC_HUMAN
xiphophorus_groups/OG0010516.fa:5:>sp|Q7TMF3|NDUAC_MOUSE
xiphophorus_groups/OG0010519.fa:1:>sp|O15527|OGG1_HUMAN
xiphophorus_groups/OG0010519.fa:8:>sp|O08760|OGG1_MOUSE
xiphophorus_groups/OG0010523.fa:1:>sp|P09622|DLDH_HUMAN
xiphophorus_groups/OG0010523.fa:11:>sp|O08749|DLDH_MOUSE
xiphophorus_groups/OG0010527.fa:1:>sp|P38646|GRP75_HUMAN
xiphophorus_groups/OG0010527.fa:14:>sp|P38647|GRP75_MOUSE
xiphophorus_groups/OG0010540.fa:1:>sp|Q7Z695|ADCK2_HUMAN
xiphophorus_groups/OG0010540.fa:13:>sp|Q6NSR3|ADCK2_MOUSE
xiphophorus_groups/OG0010551.fa:1:>sp|Q9BUP3|HTAI2_HUMAN
xiphophorus_groups/OG0010551.fa:7:>sp|Q9Z2G9|HTAI2_MOUSE
xiphophorus_groups/OG0010555.fa:1:>sp|Q9NVA1|UQCC1_HUMAN
xiphophorus_groups/OG0010555.fa:7:>sp|Q9CWU6|UQCC1_MOUSE
xiphophorus_groups/OG0010559.fa:1:>sp|Q9Y2R5|RT17_HUMAN
xiphophorus_groups/OG0010559.fa:5:>sp|Q9CQE3|RT17_MOUSE
xiphophorus_groups/OG0010563.fa:1:>sp|O43715|TRIA1_HUMAN
xiphophorus_groups/OG0010563.fa:4:>sp|Q9D8Z2|TRIA1_MOUSE
xiphophorus_groups/OG0010565.fa:1:>sp|O75489|NDUS3_HUMAN
xiphophorus_groups/OG0010565.fa:7:>sp|Q9DCT2|NDUS3_MOUSE
xiphophorus_groups/OG0010569.fa:1:>sp|P21964|COMT_HUMAN
xiphophorus_groups/OG0010569.fa:7:>sp|O88587|COMT_MOUSE
xiphophorus_groups/OG0010570.fa:1:>sp|P22557|HEM0_HUMAN
xiphophorus_groups/OG0010570.fa:12:>sp|P08680|HEM0_MOUSE
xiphophorus_groups/OG0010575.fa:1:>sp|P55211|CASP9_HUMAN
xiphophorus_groups/OG0010575.fa:9:>sp|Q8C3Q9|CASP9_MOUSE
xiphophorus_groups/OG0010638.fa:1:>sp|Q96H55|MYO19_HUMAN
xiphophorus_groups/OG0010638.fa:19:>sp|Q5SV80|MYO19_MOUSE
xiphophorus_groups/OG0010662.fa:1:>sp|P27695|APEX1_HUMAN
xiphophorus_groups/OG0010662.fa:8:>sp|P28352|APEX1_MOUSE
xiphophorus_groups/OG0010675.fa:1:>sp|Q8N159|NAGS_HUMAN
xiphophorus_groups/OG0010675.fa:11:>sp|Q8R4H7|NAGS_MOUSE
xiphophorus_groups/OG0010705.fa:1:>sp|O75417|DPOLQ_HUMAN
xiphophorus_groups/OG0010705.fa:46:>sp|Q8CGS6|DPOLQ_MOUSE
xiphophorus_groups/OG0010707.fa:1:>sp|O95563|MPC2_HUMAN
xiphophorus_groups/OG0010707.fa:5:>sp|Q9D023|MPC2_MOUSE
xiphophorus_groups/OG0010709.fa:1:>sp|P30038|AL4A1_HUMAN
xiphophorus_groups/OG0010709.fa:12:>sp|Q8CHT0|AL4A1_MOUSE
xiphophorus_groups/OG0010710.fa:1:>sp|P36542|ATPG_HUMAN
xiphophorus_groups/OG0010710.fa:7:>sp|Q91VR2|ATPG_MOUSE
xiphophorus_groups/OG0010732.fa:1:>sp|Q9BV79|MECR_HUMAN
xiphophorus_groups/OG0010732.fa:9:>sp|Q9DCS3|MECR_MOUSE
xiphophorus_groups/OG0010743.fa:1:>sp|O43772|MCAT_HUMAN
xiphophorus_groups/OG0010743.fa:8:>sp|Q9Z2Z6|MCAT_MOUSE
xiphophorus_groups/OG0010750.fa:1:>sp|P60602|ROMO1_HUMAN
xiphophorus_groups/OG0010750.fa:4:>sp|P60603|ROMO1_MOUSE
xiphophorus_groups/OG0010764.fa:1:>sp|Q86X67|NUD13_HUMAN
xiphophorus_groups/OG0010764.fa:8:>sp|Q8JZU0|NUD13_MOUSE
xiphophorus_groups/OG0010776.fa:1:>sp|Q9NUB1|ACS2L_HUMAN
xiphophorus_groups/OG0010776.fa:14:>sp|Q99NB1|ACS2L_MOUSE
xiphophorus_groups/OG0010777.fa:1:>sp|Q9UMS0|NFU1_HUMAN
xiphophorus_groups/OG0010777.fa:7:>sp|Q9QZ23|NFU1_MOUSE
xiphophorus_groups/OG0010798.fa:1:>sp|Q86UY8|NT5D3_HUMAN
xiphophorus_groups/OG0010798.fa:12:>sp|Q3UHB1|NT5D3_MOUSE
xiphophorus_groups/OG0010804.fa:1:>sp|Q8NE86|MCU_HUMAN
xiphophorus_groups/OG0010804.fa:8:>sp|Q3UMR5|MCU_MOUSE
xiphophorus_groups/OG0010806.fa:1:>sp|Q96D53|COQ8B_HUMAN
xiphophorus_groups/OG0010806.fa:12:>sp|Q566J8|COQ8B_MOUSE
xiphophorus_groups/OG0010815.fa:1:>sp|Q9NRX2|RM17_HUMAN
xiphophorus_groups/OG0010815.fa:5:>sp|Q9D8P4|RM17_MOUSE
xiphophorus_groups/OG0010826.fa:1:>sp|O75380|NDUS6_HUMAN
xiphophorus_groups/OG0010826.fa:5:>sp|P52503|NDUS6_MOUSE
xiphophorus_groups/OG0010840.fa:1:>sp|Q5HYK3|COQ5_HUMAN
xiphophorus_groups/OG0010840.fa:8:>sp|Q9CXI0|COQ5_MOUSE
xiphophorus_groups/OG0010846.fa:1:>sp|Q8N183|NDUF2_HUMAN
xiphophorus_groups/OG0010846.fa:5:>sp|Q59J78|NDUF2_MOUSE
xiphophorus_groups/OG0010856.fa:1:>sp|Q9H6R3|ACSS3_HUMAN
xiphophorus_groups/OG0010856.fa:14:>sp|Q14DH7|ACSS3_MOUSE
xiphophorus_groups/OG0010864.fa:1:>sp|Q9UIF7|MUTYH_HUMAN
xiphophorus_groups/OG0010864.fa:12:>sp|Q99P21|MUTYH_MOUSE
xiphophorus_groups/OG0010866.fa:1:>sp|Q9Y6I8|PXMP4_HUMAN
xiphophorus_groups/OG0010866.fa:6:>sp|Q9JJW0|PXMP4_MOUSE
xiphophorus_groups/OG0010881.fa:1:>sp|Q16540|RM23_HUMAN
xiphophorus_groups/OG0010881.fa:5:>sp|O35972|RM23_MOUSE
xiphophorus_groups/OG0010882.fa:1:>sp|Q4G0N4|NAKD2_HUMAN
xiphophorus_groups/OG0010882.fa:10:>sp|Q8C5H8|NAKD2_MOUSE
xiphophorus_groups/OG0010891.fa:1:>sp|Q96GW9|SYMM_HUMAN
xiphophorus_groups/OG0010891.fa:12:>sp|Q499X9|SYMM_MOUSE
xiphophorus_groups/OG0010921.fa:1:>sp|Q6P1S2|CC033_HUMAN
xiphophorus_groups/OG0010921.fa:7:>sp|Q8BN57|CC033_MOUSE
xiphophorus_groups/OG0010924.fa:1:>sp|Q6Q0C1|S2547_HUMAN
xiphophorus_groups/OG0010924.fa:8:>sp|Q6IS41|S2547_MOUSE
xiphophorus_groups/OG0010954.fa:1:>sp|P53701|CCHL_HUMAN
xiphophorus_groups/OG0010954.fa:7:>sp|P53702|CCHL_MOUSE
xiphophorus_groups/OG0010968.fa:1:>sp|Q96IR7|HPDL_HUMAN
xiphophorus_groups/OG0010968.fa:9:>sp|Q8K248|HPDL_MOUSE
xiphophorus_groups/OG0010986.fa:1:>sp|Q9Y6C9|MTCH2_HUMAN
xiphophorus_groups/OG0010986.fa:8:>sp|Q791V5|MTCH2_MOUSE
xiphophorus_groups/OG0010991.fa:1:>sp|P82663|RT25_HUMAN
xiphophorus_groups/OG0010991.fa:5:>sp|Q9D125|RT25_MOUSE
xiphophorus_groups/OG0010996.fa:1:>sp|Q32NB8|PGPS1_HUMAN
xiphophorus_groups/OG0010996.fa:12:>sp|Q8BHF7|PGPS1_MOUSE
xiphophorus_groups/OG0011004.fa:1:>sp|Q8IW45|NNRD_HUMAN
xiphophorus_groups/OG0011004.fa:8:>sp|Q9CZ42|NNRD_MOUSE
xiphophorus_groups/OG0011016.fa:1:>sp|Q9NRP4|SDHF3_HUMAN
xiphophorus_groups/OG0011016.fa:5:>sp|Q8BQU3|SDHF3_MOUSE
xiphophorus_groups/OG0011017.fa:1:>sp|Q9NYK5|RM39_HUMAN
xiphophorus_groups/OG0011017.fa:8:>sp|Q9JKF7|RM39_MOUSE
xiphophorus_groups/OG0011027.fa:1:>sp|O75600|KBL_HUMAN
xiphophorus_groups/OG0011027.fa:9:>sp|O88986|KBL_MOUSE
xiphophorus_groups/OG0011031.fa:1:>sp|P16260|GDC_HUMAN
xiphophorus_groups/OG0011031.fa:8:>sp|Q8C0K5|GDC_MOUSE
xiphophorus_groups/OG0011034.fa:1:>sp|P28288|ABCD3_HUMAN
xiphophorus_groups/OG0011034.fa:13:>sp|P55096|ABCD3_MOUSE
xiphophorus_groups/OG0011050.fa:1:>sp|Q9NPE2|NGRN_HUMAN
xiphophorus_groups/OG0011050.fa:7:>sp|Q99KS2|NGRN_MOUSE
xiphophorus_groups/OG0011054.fa:1:>sp|Q9Y3B7|RM11_HUMAN
xiphophorus_groups/OG0011054.fa:6:>sp|Q9CQF0|RM11_MOUSE
xiphophorus_groups/OG0011087.fa:1:>sp|Q96C01|F136A_HUMAN
xiphophorus_groups/OG0011087.fa:5:>sp|Q9CR98|F136A_MOUSE
xiphophorus_groups/OG0011097.fa:1:>sp|Q9UKU7|ACAD8_HUMAN
xiphophorus_groups/OG0011097.fa:9:>sp|Q9D7B6|ACAD8_MOUSE
xiphophorus_groups/OG0011101.fa:1:>sp|Q9Y6N5|SQOR_HUMAN
xiphophorus_groups/OG0011101.fa:10:>sp|Q9R112|SQOR_MOUSE
xiphophorus_groups/OG0011104.fa:1:>sp|O60783|RT14_HUMAN
xiphophorus_groups/OG0011104.fa:5:>sp|Q9CR88|RT14_MOUSE
xiphophorus_groups/OG0011105.fa:1:>sp|O95139|NDUB6_HUMAN
xiphophorus_groups/OG0011105.fa:5:>sp|Q3UIU2|NDUB6_MOUSE
xiphophorus_groups/OG0011111.fa:1:>sp|P38117|ETFB_HUMAN
xiphophorus_groups/OG0011111.fa:7:>sp|Q9DCW4|ETFB_MOUSE
xiphophorus_groups/OG0011118.fa:1:>sp|Q6PI48|SYDM_HUMAN
xiphophorus_groups/OG0011118.fa:13:>sp|Q8BIP0|SYDM_MOUSE
xiphophorus_groups/OG0011119.fa:1:>sp|Q7L4E1|MIGA2_HUMAN
xiphophorus_groups/OG0011119.fa:12:>sp|Q8BK03|MIGA2_MOUSE
xiphophorus_groups/OG0011129.fa:1:>sp|Q9H9J2|RM44_HUMAN
xiphophorus_groups/OG0011129.fa:8:>sp|Q9CY73|RM44_MOUSE
xiphophorus_groups/OG0011146.fa:1:>sp|P49675|STAR_HUMAN
xiphophorus_groups/OG0011146.fa:7:>sp|P51557|STAR_MOUSE
xiphophorus_groups/OG0011153.fa:1:>sp|Q5T2R2|DPS1_HUMAN
xiphophorus_groups/OG0011153.fa:9:>sp|Q33DR2|DPS1_MOUSE
xiphophorus_groups/OG0011155.fa:1:>sp|Q8IVP5|FUND1_HUMAN
xiphophorus_groups/OG0011155.fa:5:>sp|Q9DB70|FUND1_MOUSE
xiphophorus_groups/OG0011178.fa:1:>sp|P12694|ODBA_HUMAN
xiphophorus_groups/OG0011178.fa:10:>sp|P50136|ODBA_MOUSE
xiphophorus_groups/OG0011191.fa:1:>sp|Q6L8Q7|PDE12_HUMAN
xiphophorus_groups/OG0011191.fa:13:>sp|Q3TIU4|PDE12_MOUSE
xiphophorus_groups/OG0011207.fa:1:>sp|Q9H0U6|RM18_HUMAN
xiphophorus_groups/OG0011207.fa:5:>sp|Q9CQL5|RM18_MOUSE
xiphophorus_groups/OG0011227.fa:1:>sp|P41250|GARS_HUMAN
xiphophorus_groups/OG0011227.fa:15:>sp|Q9CZD3|GARS_MOUSE
xiphophorus_groups/OG0011232.fa:1:>sp|Q16836|HCDH_HUMAN
xiphophorus_groups/OG0011232.fa:8:>sp|Q61425|HCDH_MOUSE
xiphophorus_groups/OG0011237.fa:1:>sp|Q6UB28|MAP12_HUMAN
xiphophorus_groups/OG0011237.fa:8:>sp|Q9CPW9|MAP12_MOUSE
xiphophorus_groups/OG0011248.fa:1:>sp|Q96TC7|RMD3_HUMAN
xiphophorus_groups/OG0011248.fa:10:>sp|Q3UJU9|RMD3_MOUSE
xiphophorus_groups/OG0011257.fa:1:>sp|Q9NX18|SDHF2_HUMAN
xiphophorus_groups/OG0011257.fa:5:>sp|Q8C6I2|SDHF2_MOUSE
xiphophorus_groups/OG0011299.fa:1:>sp|Q9Y5J9|TIM8B_HUMAN
xiphophorus_groups/OG0011299.fa:4:>sp|P62077|TIM8B_MOUSE
xiphophorus_groups/OG0011306.fa:1:>sp|O96000|NDUBA_HUMAN
xiphophorus_groups/OG0011306.fa:5:>sp|Q9DCS9|NDUBA_MOUSE
xiphophorus_groups/OG0011325.fa:1:>sp|Q8TB36|GDAP1_HUMAN
xiphophorus_groups/OG0011325.fa:8:>sp|O88741|GDAP1_MOUSE
xiphophorus_groups/OG0011332.fa:1:>sp|Q9H9P8|L2HDH_HUMAN
xiphophorus_groups/OG0011332.fa:10:>sp|Q91YP0|L2HDH_MOUSE
xiphophorus_groups/OG0011335.fa:1:>sp|Q9Y3E5|PTH2_HUMAN
xiphophorus_groups/OG0011335.fa:5:>sp|Q8R2Y8|PTH2_MOUSE
